flare_id,goes_class,noaa_active_region,primary_verified,secondary_verified,x_hpc,y_hpc,start_time,end_time,peak_time
249,B6.5,11093,True,False,-894.3613973979,135.9301519844,2010-08-04 09:13:00,2010-08-04 09:39:00,2010-08-04 09:20:00
252,B2.8,11092,True,False,242.4219077187,134.784475725,2010-08-05 00:16:00,2010-08-05 00:39:00,2010-08-05 00:26:00
253,C1.3,11093,True,False,-801.0055661788,129.4823032479,2010-08-05 20:39:00,2010-08-05 22:03:00,2010-08-05 21:35:00
257,B5.6,11093,True,False,-781.0568029918,125.939819621,2010-08-06 01:14:00,2010-08-06 01:57:00,2010-08-06 01:36:00
265,M1.0,11093,True,False,-521.1980447872,96.3030087266,2010-08-07 17:55:00,2010-08-07 18:47:00,2010-08-07 18:24:00
273,B1.9,11096,True,False,341.2915640704,263.5662868134,2010-08-10 04:45:00,2010-08-10 04:55:00,2010-08-10 04:51:00
275,B1.9,11096,True,False,376.4545528686,265.1543807429,2010-08-10 08:48:00,2010-08-10 09:25:00,2010-08-10 09:12:00
278,B2.6,11098,True,False,-556.1753502719,162.469080967,2010-08-11 07:57:00,2010-08-11 08:05:00,2010-08-11 08:01:00
282,B3.8,11098,True,False,-512.414687545,158.7940324412,2010-08-11 13:38:00,2010-08-11 13:54:00,2010-08-11 13:48:00
286,B1.4,11098,True,False,-394.7363454672,150.8061043509,2010-08-12 04:16:00,2010-08-12 04:25:00,2010-08-12 04:21:00
288,B3.4,11099,True,False,581.5056524283,196.007071973,2010-08-13 21:48:00,2010-08-13 22:01:00,2010-08-13 21:55:00
289,B1.5,11099,True,False,649.8344723956,219.6795537483,2010-08-13 23:27:00,2010-08-13 23:45:00,2010-08-13 23:41:00
291,B2.7,11099,True,False,653.4334256278,203.5413786191,2010-08-14 01:02:00,2010-08-14 01:12:00,2010-08-14 01:06:00
293,C4.4,11099,True,False,715.6116821902,211.5227162922,2010-08-14 09:38:00,2010-08-14 10:31:00,2010-08-14 10:05:00
294,B9.7,11099,True,False,731.2827050281,230.4089974135,2010-08-14 17:09:00,2010-08-14 17:16:00,2010-08-14 17:14:00
295,C1.6,11099,True,False,726.3513506621,246.2514691672,2010-08-14 18:03:00,2010-08-14 18:10:00,2010-08-14 18:08:00
296,B3.9,11099,True,False,770.7994457386,237.0842121056,2010-08-15 00:59:00,2010-08-15 01:06:00,2010-08-15 01:04:00
