flare_id,goes_class,noaa_active_region,primary_verified,secondary_verified,x_hpc,y_hpc,start_time,end_time,peak_time
9302,C2.4,12209,True,True,-700.7629875643,-199.6581728678,2014-11-16 09:59:00,2014-11-16 10:10:00,2014-11-16 10:05:00
9303,C1.5,12209,True,True,-568.4284784014,-270.6640065761,2014-11-16 13:40:00,2014-11-16 13:46:00,2014-11-16 13:43:00
9304,C3.9,12209,True,True,-544.6597126646,-271.3154429988,2014-11-16 16:39:00,2014-11-16 16:55:00,2014-11-16 16:47:00
9305,M5.7,12209,True,True,-536.6595961798,-271.5250376246,2014-11-16 17:35:00,2014-11-16 17:57:00,2014-11-16 17:48:00
9306,C2.4,12209,True,True,-649.2524391774,-234.3304420734,2014-11-16 22:02:00,2014-11-16 22:09:00,2014-11-16 22:06:00
9307,C1.7,12209,True,True,-626.9029488049,-218.4017012232,2014-11-17 06:01:00,2014-11-17 06:06:00,2014-11-17 06:04:00
9308,C6.5,12205,True,True,937.1116792314,250.8394555593,2014-11-17 08:52:00,2014-11-17 09:22:00,2014-11-17 09:07:00
9309,C1.6,12209,True,True,-520.6935459487,-221.3379537888,2014-11-17 18:06:00,2014-11-17 18:44:00,2014-11-17 18:30:00
9310,C1.8,12209,True,True,-404.2136066714,-223.2913168631,2014-11-18 07:49:00,2014-11-18 08:23:00,2014-11-18 08:09:00
9311,C1.9,12216,False,True,-945.4527461641,-218.0745701932,2014-11-18 14:21:00,2014-11-18 17:33:00,2014-11-18 15:22:00
9312,C1.3,12214,True,True,-577.2480148277,-201.4222968978,2014-11-18 18:53:00,2014-11-18 18:57:00,2014-11-18 18:55:00
9315,C1.4,12216,False,True,-945.5029776415,-218.0910689378,2014-11-18 20:25:00,2014-11-18 22:05:00,2014-11-18 21:15:00
9316,C2.4,12209,True,True,-115.7776452105,-257.1010467043,2014-11-19 18:57:00,2014-11-19 19:07:00,2014-11-19 19:03:00
9317,C2.6,12208,True,True,879.7126964234,-183.847138924,2014-11-19 21:47:00,2014-11-19 21:52:00,2014-11-19 21:50:00
9318,C7.6,12216,True,True,-926.3800569153,-226.0372493373,2014-11-20 06:31:00,2014-11-20 06:55:00,2014-11-20 06:41:00
9319,C2.5,12209,True,True,132.758731778,-238.5796260946,2014-11-20 19:36:00,2014-11-20 20:09:00,2014-11-20 19:56:00
9320,C1.3,12209,True,True,166.2351985648,-221.7231807687,2014-11-20 21:03:00,2014-11-20 21:29:00,2014-11-20 21:13:00
9321,C1.6,12216,True,True,-876.6352694591,-232.1538731973,2014-11-21 00:24:00,2014-11-21 00:46:00,2014-11-21 00:32:00
9322,C1.4,12209,True,True,215.3464422551,-220.9464549404,2014-11-21 01:53:00,2014-11-21 02:08:00,2014-11-21 01:58:00
9323,C1.3,12216,True,True,-888.0163306589,-214.7723291067,2014-11-21 03:48:00,2014-11-21 03:59:00,2014-11-21 03:53:00
9324,C1.9,12209,True,True,230.7685407519,-237.1127306139,2014-11-21 04:41:00,2014-11-21 04:48:00,2014-11-21 04:45:00
