flare_id,goes_class,noaa_active_region,primary_verified,secondary_verified,x_hpc,y_hpc,start_time,end_time,peak_time
10245,C2.3,12320,True,True,885.2052992418,-237.2187287258,2015-04-13 11:28:00,2015-04-13 11:39:00,2015-04-13 11:35:00
10246,C1.4,12320,True,True,885.1863601536,-237.2406846677,2015-04-13 13:14:00,2015-04-13 13:21:00,2015-04-13 13:18:00
10247,C2.9,12320,True,True,907.6060903868,-210.6486000755,2015-04-13 23:09:00,2015-04-13 23:26:00,2015-04-13 23:23:00
10248,C1.5,12321,True,True,-348.9504011839,315.5971982435,2015-04-15 11:35:00,2015-04-15 11:53:00,2015-04-15 11:42:00
10249,C7.8,12321,True,True,-244.7400122006,254.8126693352,2015-04-15 20:13:00,2015-04-15 20:45:00,2015-04-15 20:23:00
10250,C2.0,12321,True,True,-323.3412506445,251.8797983342,2015-04-16 05:25:00,2015-04-16 06:19:00,2015-04-16 06:05:00
10251,C5.7,12324,True,True,-645.502618857,459.2668616851,2015-04-16 09:00:00,2015-04-16 09:14:00,2015-04-16 09:07:00
10252,C2.3,12321,True,True,-146.3352562471,304.0486221419,2015-04-16 11:17:00,2015-04-16 11:30:00,2015-04-16 11:22:00
10253,C2.0,12321,True,True,-81.8493066609,288.8381018238,2015-04-16 12:23:00,2015-04-16 14:12:00,2015-04-16 14:00:00
10255,C1.8,12321,True,True,-32.7736389728,288.9107049781,2015-04-16 16:16:00,2015-04-16 16:37:00,2015-04-16 16:25:00
10256,C1.4,12324,False,True,-553.6597498995,364.5865587468,2015-04-16 18:04:00,2015-04-16 18:24:00,2015-04-16 18:11:00
10257,C3.3,12325,True,True,-695.8053645936,145.9708945072,2015-04-16 19:07:00,2015-04-16 19:34:00,2015-04-16 19:18:00
10258,C2.6,12325,True,True,-652.0980609006,149.9378671626,2015-04-17 01:09:00,2015-04-17 01:44:00,2015-04-17 01:37:00
10259,C1.1,12324,True,True,-471.5647801955,369.5414995262,2015-04-17 04:46:00,2015-04-17 05:02:00,2015-04-17 04:57:00
10261,C1.1,12325,True,True,-593.4481393909,154.4338939826,2015-04-17 09:27:00,2015-04-17 09:39:00,2015-04-17 09:32:00
10262,C1.0,12325,True,True,-622.9354274278,200.8821160906,2015-04-17 12:31:00,2015-04-17 12:44:00,2015-04-17 12:37:00
10263,C1.2,12324,True,True,-414.1353730806,371.9752791421,2015-04-17 17:57:00,2015-04-17 18:03:00,2015-04-17 18:01:00
10264,C2.3,12325,True,True,-420.4608466288,97.2361471164,2015-04-18 13:26:00,2015-04-18 13:46:00,2015-04-18 13:37:00
10266,C2.9,12321,True,True,352.7270309859,263.57333576,2015-04-18 18:09:00,2015-04-18 18:38:00,2015-04-18 18:25:00
10267,B8.2,12324,True,True,-266.6966517486,376.1933237021,2015-04-18 21:40:00,2015-04-18 21:49:00,2015-04-18 21:44:00
10268,C1.5,12324,True,True,-117.5906616906,394.3638804851,2015-04-19 00:52:00,2015-04-19 01:03:00,2015-04-19 00:57:00
10269,C1.4,12321,True,True,383.6395321141,261.8319203298,2015-04-19 03:20:00,2015-04-19 03:39:00,2015-04-19 03:30:00
10270,B9.3,12324,True,True,-70.9277706945,394.5371871377,2015-04-19 05:51:00,2015-04-19 06:15:00,2015-04-19 06:04:00
10274,C2.4,12321,True,True,694.1613543707,223.0926672568,2015-04-20 20:40:00,2015-04-20 22:15:00,2015-04-20 21:16:00
10275,C1.2,12322,True,True,898.589999034,205.8256964864,2015-04-21 03:49:00,2015-04-21 04:07:00,2015-04-21 03:54:00
10276,C1.1,12324,True,True,363.8678104151,415.165012258,2015-04-21 05:36:00,2015-04-21 05:52:00,2015-04-21 05:42:00
