flare_id,goes_class,noaa_active_region,primary_verified,secondary_verified,x_hpc,y_hpc,start_time,end_time,peak_time
7871,C4.7,12010,True,True,-800.0474899267,-223.2431653246,2014-03-18 15:26:00,2014-03-18 15:46:00,2014-03-18 15:33:00
7872,C4.7,12010,True,True,-766.0134264724,-216.607150859,2014-03-18 22:45:00,2014-03-18 22:58:00,2014-03-18 22:52:00
7873,C1.8,12010,True,True,-723.6865993545,-175.5568411133,2014-03-19 03:37:00,2014-03-19 03:51:00,2014-03-19 03:44:00
7874,C1.7,12010,False,True,-721.393868248,-141.1906674109,2014-03-19 06:27:00,2014-03-19 07:16:00,2014-03-19 06:52:00
7876,C1.2,12010,True,True,-704.5592613644,-172.8546357435,2014-03-19 11:09:00,2014-03-19 11:16:00,2014-03-19 11:12:00
7881,C3.3,12014,True,True,-922.770960419,-174.8782654974,2014-03-19 16:20:00,2014-03-19 16:33:00,2014-03-19 16:28:00
7882,C2.2,12010,False,True,-648.6252330332,-165.7238657024,2014-03-19 18:41:00,2014-03-19 18:51:00,2014-03-19 18:44:00
7883,C3.1,12014,True,True,-915.4690508838,-170.9694654426,2014-03-19 19:39:00,2014-03-19 19:55:00,2014-03-19 19:50:00
7884,C2.0,12014,True,True,-894.4588520902,-215.7066876553,2014-03-20 00:19:00,2014-03-20 00:37:00,2014-03-20 00:29:00
7885,C8.3,12014,True,True,-890.5031762172,-214.0914278556,2014-03-20 01:52:00,2014-03-20 02:02:00,2014-03-20 01:57:00
7887,M1.7,12010,False,True,-538.1778865654,-137.8303284159,2014-03-20 03:42:00,2014-03-20 04:08:00,2014-03-20 03:56:00
7889,C2.9,12014,True,True,-881.1043556377,-157.65543278,2014-03-20 13:48:00,2014-03-20 13:54:00,2014-03-20 13:52:00
7890,C1.2,12014,True,True,-862.3620231478,-152.1117358872,2014-03-20 16:03:00,2014-03-20 16:09:00,2014-03-20 16:06:00
7891,C2.7,12013,True,True,-590.5771320607,382.2129595623,2014-03-21 09:51:00,2014-03-21 11:06:00,2014-03-21 10:38:00
7893,C1.3,12014,False,True,-752.7533755349,-180.8528030196,2014-03-21 12:18:00,2014-03-21 12:20:00,2014-03-21 12:19:00
7894,C1.0,12008,True,True,203.9627886152,-53.2553514463,2014-03-21 15:50:00,2014-03-21 16:29:00,2014-03-21 16:05:00
7895,C1.2,12014,True,True,-718.5733408893,-175.5889054068,2014-03-21 17:57:00,2014-03-21 18:19:00,2014-03-21 18:12:00
7896,C1.5,12008,True,True,263.5402987128,-55.2328335687,2014-03-21 22:20:00,2014-03-21 22:26:00,2014-03-21 22:24:00
7897,M1.1,12011,True,True,897.8615008549,-128.6126594117,2014-03-22 06:58:00,2014-03-22 07:05:00,2014-03-22 07:02:00
7898,C4.8,12005,True,True,746.1414542718,285.0957739007,2014-03-22 08:50:00,2014-03-22 10:04:00,2014-03-22 09:25:00
7899,C1.4,12015,True,True,336.1938009223,-125.8270536772,2014-03-22 12:59:00,2014-03-22 13:06:00,2014-03-22 13:03:00
7900,C1.9,12008,True,True,418.0171524571,-79.7337917065,2014-03-22 16:55:00,2014-03-22 17:50:00,2014-03-22 17:24:00
7901,C1.1,12010,True,True,-39.8889949194,-135.282499977,2014-03-22 19:38:00,2014-03-22 20:02:00,2014-03-22 19:48:00
7903,C1.5,12014,True,True,-559.6442346165,-140.8432288681,2014-03-22 20:54:00,2014-03-22 21:28:00,2014-03-22 21:10:00
7904,C1.7,12017,True,True,-800.645363017,212.4050676111,2014-03-23 01:20:00,2014-03-23 01:32:00,2014-03-23 01:26:00
7906,C3.1,12014,True,True,-526.4635448318,-121.250997584,2014-03-23 02:27:00,2014-03-23 02:45:00,2014-03-23 02:37:00
7908,C2.6,12017,True,True,-776.9557051661,216.6236741737,2014-03-23 05:35:00,2014-03-23 05:52:00,2014-03-23 05:47:00
7909,C2.9,12010,True,True,86.1564770625,-135.960708233,2014-03-23 08:40:00,2014-03-23 09:20:00,2014-03-23 09:05:00
7910,C1.5,12010,False,True,103.7917843744,-136.2213425068,2014-03-23 10:32:00,2014-03-23 11:01:00,2014-03-23 10:57:00
7912,C1.1,12010,True,True,108.9030348269,-136.351131902,2014-03-23 13:03:00,2014-03-23 13:23:00,2014-03-23 13:11:00
7913,C1.3,12017,True,True,-734.3769887232,223.2618339607,2014-03-23 14:09:00,2014-03-23 14:55:00,2014-03-23 14:48:00
7914,C1.3,12017,True,True,-709.7226479275,226.6721060973,2014-03-23 18:37:00,2014-03-23 18:45:00,2014-03-23 18:41:00
