flare_id,goes_class,noaa_active_region,primary_verified,secondary_verified,x_hpc,y_hpc,start_time,end_time,peak_time
9422,C1.6,12222,True,True,630.2432119775,-322.0372164752,2014-12-05 10:17:00,2014-12-05 10:35:00,2014-12-05 10:26:00
9423,M1.5,12222,True,True,640.873852522,-337.8889121944,2014-12-05 11:33:00,2014-12-05 12:47:00,2014-12-05 12:25:00
9424,C1.0,12222,True,True,598.1964298906,-353.6049601387,2014-12-05 19:28:00,2014-12-05 19:34:00,2014-12-05 19:31:00
9425,C2.1,12222,True,True,711.7139875781,-336.7099556652,2014-12-05 22:56:00,2014-12-06 00:00:00,2014-12-05 23:48:00
9426,C2.8,12222,True,True,677.3712352428,-352.7198416659,2014-12-06 01:46:00,2014-12-06 02:08:00,2014-12-06 01:56:00
9427,C1.6,12222,True,True,732.5238281638,-336.2584881699,2014-12-06 04:34:00,2014-12-06 05:56:00,2014-12-06 05:13:00
9429,C1.5,12222,True,True,764.0490777057,-351.7378931334,2014-12-06 07:42:00,2014-12-06 07:49:00,2014-12-06 07:45:00
9430,C4.4,12222,True,True,773.2538032612,-335.5982980249,2014-12-06 11:33:00,2014-12-06 13:02:00,2014-12-06 12:44:00
9431,C3.7,12222,True,True,778.8171847639,-335.4655335672,2014-12-06 13:32:00,2014-12-06 13:57:00,2014-12-06 13:52:00
9432,C1.8,12222,True,True,796.2506241416,-335.1536527347,2014-12-06 17:30:00,2014-12-06 17:37:00,2014-12-06 17:34:00
9433,C1.0,12222,True,True,818.3051153198,-334.770647106,2014-12-06 22:34:00,2014-12-06 22:42:00,2014-12-06 22:38:00
9434,C1.2,12222,True,True,824.8252979818,-334.6568192,2014-12-07 00:10:00,2014-12-07 00:20:00,2014-12-07 00:14:00
9435,C2.7,12222,True,True,777.825389784,-382.3372962722,2014-12-07 01:30:00,2014-12-07 01:46:00,2014-12-07 01:38:00
9436,C1.4,12226,True,True,920.5982617793,-316.9856319831,2014-12-07 09:14:00,2014-12-07 09:24:00,2014-12-07 09:19:00
9437,C1.0,12231,False,True,-349.6154080613,-69.6572327878,2014-12-07 10:44:00,2014-12-07 10:54:00,2014-12-07 10:48:00
9439,C1.2,12222,True,True,893.9355003261,-317.5702281125,2014-12-07 16:54:00,2014-12-07 17:03:00,2014-12-07 16:57:00
