flare_id,goes_class,noaa_active_region,primary_verified,secondary_verified,x_hpc,y_hpc,start_time,end_time,peak_time
6896,M1.9,11877,True,True,941.3761599952,-217.8668382036,2013-10-31 13:36:00,2013-10-31 14:02:00,2013-10-31 13:51:00
6897,C1.8,11877,True,True,941.5079521921,-216.7259202384,2013-10-31 21:33:00,2013-10-31 21:49:00,2013-10-31 21:40:00
6900,C6.2,11884,True,True,-213.5734960521,-271.8476984749,2013-11-01 00:01:00,2013-11-01 00:16:00,2013-11-01 00:09:00
6901,C1.5,11884,True,True,-124.5520964889,-272.6223563639,2013-11-01 07:23:00,2013-11-01 07:58:00,2013-11-01 07:38:00
6902,C1.1,11884,True,True,-102.5903094136,-272.6653261141,2013-11-01 09:51:00,2013-11-01 09:58:00,2013-11-01 09:55:00
6904,C1.8,11884,True,True,-33.2623162861,-256.3923742705,2013-11-01 15:17:00,2013-11-01 15:25:00,2013-11-01 15:22:00
6905,C1.1,11884,True,True,-34.9153334191,-288.6812093137,2013-11-01 18:37:00,2013-11-01 18:43:00,2013-11-01 18:40:00
6906,M6.3,11884,True,True,-16.6345358437,-256.1269778682,2013-11-01 19:46:00,2013-11-01 19:58:00,2013-11-01 19:53:00
6907,C8.2,11885,True,True,62.3307100785,-444.4136407542,2013-11-02 04:40:00,2013-11-02 04:50:00,2013-11-02 04:46:00
6908,C1.4,11884,True,True,119.0807617784,-287.1117823851,2013-11-02 10:35:00,2013-11-02 10:47:00,2013-11-02 10:40:00
6910,C4.3,11884,True,True,109.7834714914,-270.8210938128,2013-11-02 12:54:00,2013-11-02 13:19:00,2013-11-02 13:07:00
6911,C1.1,11884,True,True,132.2001287321,-270.4418780016,2013-11-02 15:22:00,2013-11-02 15:35:00,2013-11-02 15:27:00
6912,C1.7,11889,False,True,-409.9350778426,-359.687141803,2013-11-02 18:08:00,2013-11-02 18:21:00,2013-11-02 18:12:00
6913,C1.6,11889,True,True,-390.1369198267,-360.2762558032,2013-11-02 20:20:00,2013-11-02 20:26:00,2013-11-02 20:24:00
6914,C3.6,11884,True,True,181.2536652039,-269.4267006859,2013-11-02 21:28:00,2013-11-02 21:39:00,2013-11-02 21:32:00
6915,M1.6,11884,True,True,181.2551355333,-269.377215779,2013-11-02 22:13:00,2013-11-02 22:25:00,2013-11-02 22:21:00
6916,C1.1,11890,True,True,-934.7183286205,-211.3843460153,2013-11-03 01:28:00,2013-11-03 01:33:00,2013-11-03 01:31:00
6917,C1.4,11890,True,True,-908.1518749096,-172.803692083,2013-11-03 03:49:00,2013-11-03 03:55:00,2013-11-03 03:52:00
6918,M5.0,11884,True,False,261.8315049316,-267.4851814026,2013-11-03 05:16:00,2013-11-03 05:26:00,2013-11-03 05:22:00
6919,C9.9,11890,True,True,-874.3408566145,-195.111361591,2013-11-03 16:22:00,2013-11-03 16:43:00,2013-11-03 16:28:00
6920,C3.2,11884,True,True,473.0289348067,-275.6717446814,2013-11-04 05:36:00,2013-11-04 05:52:00,2013-11-04 05:44:00
6921,C2.6,11890,True,True,-765.0461004789,-191.7842739903,2013-11-04 10:58:00,2013-11-04 11:35:00,2013-11-04 11:14:00
6923,C1.0,11890,True,True,-786.7341272037,-189.5547297648,2013-11-04 13:17:00,2013-11-04 13:30:00,2013-11-04 13:23:00
6925,B9.3,11884,False,True,513.748730959,-257.1595757328,2013-11-04 14:58:00,2013-11-04 15:04:00,2013-11-04 15:01:00
6929,C1.7,11890,False,True,-702.7912197085,-180.053279181,2013-11-04 23:43:00,2013-11-04 23:50:00,2013-11-04 23:46:00
6930,C1.6,11889,True,True,129.3183672984,-346.6152240079,2013-11-05 05:49:00,2013-11-05 06:23:00,2013-11-05 06:02:00
6931,M2.5,11890,True,True,-689.5433496211,-325.5442870739,2013-11-05 08:12:00,2013-11-05 08:21:00,2013-11-05 08:18:00
6932,C3.5,11885,True,True,644.7066191389,-328.7634768303,2013-11-05 09:12:00,2013-11-05 09:22:00,2013-11-05 09:18:00
6933,C8.0,11890,True,True,-641.4066453006,-200.1314497763,2013-11-05 11:51:00,2013-11-05 12:01:00,2013-11-05 11:58:00
6937,C3.1,11890,True,True,-674.3403849979,-294.7705109467,2013-11-05 17:05:00,2013-11-05 17:17:00,2013-11-05 17:15:00
6938,M1.0,11890,True,True,-604.7657976437,-234.7368645713,2013-11-05 18:08:00,2013-11-05 18:17:00,2013-11-05 18:13:00
6940,C6.9,11890,True,True,-682.9397146043,-245.8635470156,2013-11-05 21:01:00,2013-11-05 21:19:00,2013-11-05 21:13:00
6941,X3.3,11890,True,True,-682.9477406251,-245.8111242193,2013-11-05 22:07:00,2013-11-05 22:15:00,2013-11-05 22:12:00
6942,C1.5,11890,True,True,-544.8838297315,-253.8000742045,2013-11-06 00:20:00,2013-11-06 00:32:00,2013-11-06 00:31:00
6944,C4.7,11890,True,True,-624.4257068248,-313.5422496178,2013-11-06 01:49:00,2013-11-06 01:55:00,2013-11-06 01:53:00
6946,C8.6,11890,True,True,-595.457342488,-266.9290583482,2013-11-06 08:45:00,2013-11-06 08:55:00,2013-11-06 08:51:00
6947,C2.4,11890,True,True,-481.346421391,-239.7299736135,2013-11-06 09:39:00,2013-11-06 09:56:00,2013-11-06 09:43:00
6949,C1.8,11890,True,True,-463.3285018653,-240.2959028169,2013-11-06 11:46:00,2013-11-06 11:56:00,2013-11-06 11:51:00
6950,M3.8,11890,True,True,-462.2234269027,-240.2211528678,2013-11-06 13:39:00,2013-11-06 13:53:00,2013-11-06 13:46:00
6951,C3.0,11889,True,True,405.0715189641,-354.3294424312,2013-11-06 17:24:00,2013-11-06 17:38:00,2013-11-06 17:31:00
6952,C1.2,11890,True,True,-418.17113362,-241.3900007494,2013-11-06 19:35:00,2013-11-06 19:42:00,2013-11-06 19:38:00
6953,C2.9,11890,True,True,-398.4861071405,-290.6501498241,2013-11-06 21:19:00,2013-11-06 21:43:00,2013-11-06 21:27:00
6954,C1.6,11890,True,True,-387.953479996,-242.1627044676,2013-11-06 22:13:00,2013-11-06 22:22:00,2013-11-06 22:18:00
6956,C4.1,11890,True,True,-459.0109719271,-272.1559855419,2013-11-07 01:45:00,2013-11-07 02:02:00,2013-11-07 01:53:00
6958,M2.3,11890,True,True,-442.6461756756,-288.7907351482,2013-11-07 03:34:00,2013-11-07 03:43:00,2013-11-07 03:40:00
6959,C4.3,11891,True,True,224.8928201707,-342.0135175733,2013-11-07 08:15:00,2013-11-07 08:27:00,2013-11-07 08:23:00
6960,C2.1,11890,True,True,-403.2217650719,-240.9084696146,2013-11-07 10:26:00,2013-11-07 10:57:00,2013-11-07 10:53:00
6961,C5.9,11890,True,True,-385.2048807412,-273.926795908,2013-11-07 12:22:00,2013-11-07 12:34:00,2013-11-07 12:29:00
6962,M2.4,11890,True,True,-370.0658904801,-274.2375547042,2013-11-07 14:15:00,2013-11-07 14:31:00,2013-11-07 14:25:00
6963,C1.6,11890,True,True,-243.9397778276,-244.3398814921,2013-11-07 15:39:00,2013-11-07 15:49:00,2013-11-07 15:47:00
6967,C1.2,11890,True,True,-209.8708064305,-244.6304056301,2013-11-07 19:16:00,2013-11-07 19:32:00,2013-11-07 19:23:00
6968,C1.3,11887,False,True,645.9568827862,274.0703642232,2013-11-07 23:02:00,2013-11-07 23:36:00,2013-11-07 23:29:00
6969,C5.7,11891,True,True,390.6662468755,-352.7763779041,2013-11-08 02:33:00,2013-11-08 02:46:00,2013-11-08 02:40:00
