flare_id,goes_class,noaa_active_region,primary_verified,secondary_verified,x_hpc,y_hpc,start_time,end_time,peak_time
4870,C1.1,11598,True,True,-894.0173804588,-227.8305665057,2012-10-21 21:45:00,2012-10-21 21:59:00,2012-10-21 21:51:00
4871,C1.2,11598,True,True,-890.450446777,-228.7953568705,2012-10-21 22:38:00,2012-10-21 23:08:00,2012-10-21 23:00:00
4872,C1.2,11598,True,True,-887.9006462696,-229.4570410229,2012-10-21 23:39:00,2012-10-21 23:53:00,2012-10-21 23:48:00
4874,C1.6,11598,True,True,-881.7157054574,-230.9967069149,2012-10-22 01:37:00,2012-10-22 01:42:00,2012-10-22 01:40:00
4876,C6.3,11593,False,True,217.1507216904,149.9053539802,2012-10-22 15:52:00,2012-10-22 16:10:00,2012-10-22 16:03:00
4877,M5.0,11598,True,True,-826.5356390881,-241.7506724248,2012-10-22 18:38:00,2012-10-22 19:01:00,2012-10-22 18:51:00
4879,X1.8,11598,True,True,-770.9589407663,-217.7305190279,2012-10-23 03:13:00,2012-10-23 03:21:00,2012-10-23 03:17:00
4880,C1.6,11598,True,True,-754.2709979191,-219.6938720333,2012-10-23 06:03:00,2012-10-23 06:15:00,2012-10-23 06:10:00
4881,C3.0,11593,True,True,309.5208258678,102.9451626195,2012-10-23 07:40:00,2012-10-23 08:56:00,2012-10-23 08:21:00
4882,C2.3,11598,True,True,-727.6174919177,-254.5585621149,2012-10-23 13:10:00,2012-10-23 13:18:00,2012-10-23 13:15:00
4883,C2.8,11598,True,False,-762.1163892578,-266.3031110861,2012-10-23 14:57:00,2012-10-23 15:05:00,2012-10-23 15:00:00
4884,C1.9,11598,True,False,-693.3999486493,-257.9306467484,2012-10-23 18:26:00,2012-10-23 18:45:00,2012-10-23 18:39:00
4885,C1.1,11598,True,True,-684.7313319002,-258.7155580426,2012-10-23 19:54:00,2012-10-23 20:04:00,2012-10-23 19:58:00
4886,C2.4,11593,True,True,520.7094309369,180.3747257461,2012-10-24 01:11:00,2012-10-24 01:52:00,2012-10-24 01:26:00
4887,C4.2,11598,True,True,-617.3534420056,-264.1429859558,2012-10-24 05:26:00,2012-10-24 05:46:00,2012-10-24 05:38:00
4888,C1.7,11598,True,True,-606.0904114628,-264.9344588185,2012-10-24 07:05:00,2012-10-24 07:15:00,2012-10-24 07:10:00
4889,C2.9,11598,True,True,-588.9115635995,-266.1079373805,2012-10-24 09:06:00,2012-10-24 09:34:00,2012-10-24 09:28:00
4890,C1.3,11598,True,True,-545.9451270851,-268.8145872583,2012-10-24 13:18:00,2012-10-24 13:28:00,2012-10-24 13:23:00
4891,C1.4,11598,True,True,-538.5708670171,-269.2339031549,2012-10-24 14:14:00,2012-10-24 14:27:00,2012-10-24 14:19:00
4892,C1.0,11598,True,True,-529.6831230181,-269.7256582214,2012-10-24 15:22:00,2012-10-24 15:36:00,2012-10-24 15:26:00
4894,B7.2,11598,True,True,-485.1873575307,-271.9906861387,2012-10-24 20:51:00,2012-10-24 21:00:00,2012-10-24 20:54:00
4895,B9.0,11598,True,True,-427.7152106653,-274.4687571985,2012-10-25 03:36:00,2012-10-25 03:47:00,2012-10-25 03:42:00
4897,C1.0,11594,True,True,769.2991684061,-470.7606414185,2012-10-25 07:30:00,2012-10-25 07:37:00,2012-10-25 07:34:00
4898,B7.9,11594,True,True,776.8535448767,-469.3427384981,2012-10-25 09:32:00,2012-10-25 09:37:00,2012-10-25 09:35:00
4899,B7.4,11598,True,True,-369.4844851373,-276.5150828341,2012-10-25 10:14:00,2012-10-25 10:30:00,2012-10-25 10:21:00
4900,B9.0,11596,True,True,259.1922408974,37.408575103,2012-10-25 14:32:00,2012-10-25 15:11:00,2012-10-25 14:51:00
4901,C1.3,11596,True,True,381.224431225,41.9470590692,2012-10-26 03:54:00,2012-10-26 04:10:00,2012-10-26 04:00:00
4903,C1.5,11593,True,True,859.1072569832,217.9848615137,2012-10-26 06:36:00,2012-10-26 07:03:00,2012-10-26 06:43:00
4904,C1.5,11596,True,True,408.6001650318,-7.3921356609,2012-10-26 10:23:00,2012-10-26 10:39:00,2012-10-26 10:32:00
4908,C1.1,11598,True,True,-211.5725141608,-311.4957568673,2012-10-26 15:49:00,2012-10-26 16:44:00,2012-10-26 16:07:00
4909,C1.0,11594,True,True,857.8492130486,-441.9327259734,2012-10-26 21:32:00,2012-10-26 22:34:00,2012-10-26 21:59:00
4910,C1.1,11594,True,True,859.8934227204,-437.3893519122,2012-10-27 03:43:00,2012-10-27 04:43:00,2012-10-27 04:11:00
4911,B7.2,11594,True,True,859.9417071603,-436.6160691987,2012-10-27 07:25:00,2012-10-27 08:14:00,2012-10-27 07:48:00
4912,B9.7,11598,True,True,55.1083977904,-263.8217857643,2012-10-27 11:38:00,2012-10-27 12:56:00,2012-10-27 12:35:00
4913,B7.3,11594,True,True,860.0341728247,-436.6865969205,2012-10-27 16:46:00,2012-10-27 16:57:00,2012-10-27 16:51:00
4915,B6.9,11596,True,True,884.3471788776,70.1315503575,2012-10-29 02:55:00,2012-10-29 03:05:00,2012-10-29 03:02:00
4916,B8.4,11598,True,True,585.1858728224,-243.8940434971,2012-10-30 01:16:00,2012-10-30 01:50:00,2012-10-30 01:37:00
4917,C1.2,11596,True,True,956.955625738,134.0885861298,2012-10-31 04:59:00,2012-10-31 05:13:00,2012-10-31 05:07:00
