flare_id,goes_class,noaa_active_region,primary_verified,secondary_verified,x_hpc,y_hpc,start_time,end_time,peak_time
3280,C1.3,11419,True,True,-845.2136932819,470.8266023231,2012-02-12 04:42:00,2012-02-12 04:51:00,2012-02-12 04:46:00
3281,C1.6,11419,True,True,-841.7152904572,473.0536624953,2012-02-12 06:53:00,2012-02-12 07:05:00,2012-02-12 07:01:00
3291,B2.8,11416,True,True,532.2665702818,-209.6070918952,2012-02-14 10:17:00,2012-02-14 10:27:00,2012-02-14 10:23:00
3292,B3.3,11419,False,True,-692.5407878044,486.9917341616,2012-02-14 11:31:00,2012-02-14 11:51:00,2012-02-14 11:43:00
3293,B3.5,11417,True,True,-111.9422650165,408.2573768847,2012-02-14 18:53:00,2012-02-14 19:00:00,2012-02-14 18:57:00
3294,B5.4,11417,True,True,-70.3366763834,408.8581374929,2012-02-14 23:07:00,2012-02-14 23:37:00,2012-02-14 23:24:00
3297,C1.0,11422,True,True,-179.6217386636,362.6038884257,2012-02-19 08:41:00,2012-02-19 09:00:00,2012-02-19 08:51:00
3298,B3.1,11422,True,True,-86.8290915727,364.4261161579,2012-02-19 18:18:00,2012-02-19 18:28:00,2012-02-19 18:21:00
3300,B3.7,11422,True,True,-72.8372943834,364.6009901418,2012-02-19 19:46:00,2012-02-19 19:55:00,2012-02-19 19:49:00
3301,B7.2,11422,False,True,-16.4279754735,365.0431790981,2012-02-20 01:41:00,2012-02-20 01:58:00,2012-02-20 01:49:00
3302,C1.1,11422,True,True,3.2028748101,365.0967761719,2012-02-20 03:39:00,2012-02-20 03:52:00,2012-02-20 03:46:00
3303,C4.1,11421,True,True,-680.5322670739,359.7492485303,2012-02-20 04:41:00,2012-02-20 05:35:00,2012-02-20 05:09:00
3304,C1.1,11422,True,True,76.6671594619,364.850497277,2012-02-20 11:20:00,2012-02-20 11:32:00,2012-02-20 11:27:00
3305,B9.3,11422,True,True,164.8493667962,331.9439316139,2012-02-20 23:39:00,2012-02-21 00:03:00,2012-02-20 23:53:00
3306,C1.0,11422,True,True,287.2471157299,375.7287400343,2012-02-21 11:42:00,2012-02-21 11:55:00,2012-02-21 11:48:00
3307,B5.0,11422,True,True,343.9172350747,357.6724524001,2012-02-21 19:32:00,2012-02-21 19:41:00,2012-02-21 19:37:00
3308,B4.5,11422,True,True,353.3849807253,357.2171679428,2012-02-21 20:37:00,2012-02-21 20:45:00,2012-02-21 20:41:00
3311,B5.9,11424,True,True,-809.2961878341,198.8745519658,2012-02-25 14:20:00,2012-02-25 15:15:00,2012-02-25 15:00:00
3312,B4.6,11424,False,True,-804.3093097736,199.8506858319,2012-02-25 15:53:00,2012-02-25 15:58:00,2012-02-25 15:56:00
3315,B4.2,11422,True,True,920.3204863455,270.6507174036,2012-02-26 02:11:00,2012-02-26 02:18:00,2012-02-26 02:15:00
3318,C1.3,11421,True,True,614.5631987225,322.6142485315,2012-02-26 11:19:00,2012-02-26 11:34:00,2012-02-26 11:25:00
3319,C2.3,11421,True,True,657.0491614309,363.9496354618,2012-02-26 21:35:00,2012-02-26 21:49:00,2012-02-26 21:41:00
3320,B7.0,11422,False,True,935.6068069266,249.2667749006,2012-02-26 23:29:00,2012-02-26 23:35:00,2012-02-26 23:33:00
3325,B2.4,11423,True,True,56.1125388875,398.6438961819,2012-02-29 14:25:00,2012-02-29 14:34:00,2012-02-29 14:28:00
3327,B8.6,11427,True,True,-276.953853705,330.8348655991,2012-02-29 21:15:00,2012-02-29 21:28:00,2012-02-29 21:22:00
3328,B9.2,11427,True,True,-261.1044513243,331.4379772212,2012-02-29 22:34:00,2012-02-29 22:51:00,2012-02-29 22:40:00
3329,B5.5,11427,True,True,-115.4354168582,366.8550499896,2012-03-01 08:52:00,2012-03-01 11:16:00,2012-03-01 10:10:00
3330,C3.3,11423,True,True,205.4381600604,441.7408388963,2012-03-01 15:10:00,2012-03-01 15:36:00,2012-03-01 15:26:00
3332,M3.3,11429,True,True,-923.5932434408,278.9871847355,2012-03-02 17:29:00,2012-03-02 18:07:00,2012-03-02 17:46:00
3335,C1.3,11427,True,True,275.6381452434,346.836204412,2012-03-03 03:01:00,2012-03-03 03:11:00,2012-03-03 03:08:00
3337,C2.8,11429,True,True,-901.8946853695,320.2383185874,2012-03-03 05:34:00,2012-03-03 06:37:00,2012-03-03 06:09:00
3339,C1.1,11429,True,True,-885.7211655602,315.0564126774,2012-03-03 17:56:00,2012-03-03 18:05:00,2012-03-03 18:03:00
3342,C1.4,11429,True,True,-848.07648076,342.4424699577,2012-03-04 01:40:00,2012-03-04 01:48:00,2012-03-04 01:45:00
3344,C2.8,11429,True,True,-841.4154011935,344.406192419,2012-03-04 03:28:00,2012-03-04 03:38:00,2012-03-04 03:33:00
3345,C1.3,11429,True,True,-828.4758519409,347.9653198289,2012-03-04 06:44:00,2012-03-04 06:59:00,2012-03-04 06:51:00
3346,M2.0,11429,True,True,-801.4440316341,369.0506805734,2012-03-04 10:29:00,2012-03-04 12:16:00,2012-03-04 10:52:00
3347,C3.2,11427,True,True,592.5840664387,325.2432999424,2012-03-04 17:24:00,2012-03-04 17:35:00,2012-03-04 17:31:00
3348,C3.4,11429,True,True,-750.0559911127,349.9588008437,2012-03-05 00:23:00,2012-03-05 00:47:00,2012-03-05 00:36:00
3350,X1.1,11429,True,True,-730.6554666015,353.2586855519,2012-03-05 02:30:00,2012-03-05 04:43:00,2012-03-05 04:09:00
3351,C2.3,11429,True,True,-694.8067679093,373.7813297274,2012-03-05 10:29:00,2012-03-05 10:36:00,2012-03-05 10:32:00
3352,C5.8,11429,True,True,-687.5060715976,359.8067332232,2012-03-05 12:05:00,2012-03-05 12:21:00,2012-03-05 12:13:00
3354,C5.4,11429,True,True,-692.7194885891,343.8810484693,2012-03-05 14:54:00,2012-03-05 15:09:00,2012-03-05 15:04:00
3356,C9.8,11429,True,True,-685.0829396397,329.6291410741,2012-03-05 16:16:00,2012-03-05 16:26:00,2012-03-05 16:22:00
3359,C6.8,11429,True,True,-673.8513740781,331.1378726044,2012-03-05 18:33:00,2012-03-05 18:41:00,2012-03-05 18:37:00
3362,C1.7,11429,True,True,-650.7920944951,334.0884059986,2012-03-05 20:10:00,2012-03-05 20:17:00,2012-03-05 20:15:00
3363,M1.3,11429,True,True,-618.644522731,368.5534105916,2012-03-05 22:26:00,2012-03-05 22:42:00,2012-03-05 22:34:00
3369,M1.2,11429,True,True,-596.1671945972,371.039024204,2012-03-06 01:36:00,2012-03-06 01:50:00,2012-03-06 01:44:00
3370,C2.4,11429,True,True,-611.7032873835,354.0463482593,2012-03-06 02:26:00,2012-03-06 02:37:00,2012-03-06 02:33:00
3371,C9.2,11429,True,True,-599.3535154185,355.3948712792,2012-03-06 03:24:00,2012-03-06 03:31:00,2012-03-06 03:28:00
3373,C2.9,11429,True,True,-558.3103879865,374.885155316,2012-03-06 05:19:00,2012-03-06 05:31:00,2012-03-06 05:28:00
3376,C5.3,11429,True,True,-558.2973027038,374.8759455169,2012-03-06 07:31:00,2012-03-06 07:47:00,2012-03-06 07:43:00
3378,C2.8,11429,True,True,-524.7252541003,377.9553421158,2012-03-06 11:10:00,2012-03-06 11:22:00,2012-03-06 11:17:00
3379,M2.1,11429,True,True,-542.2704247029,391.5741869977,2012-03-06 12:23:00,2012-03-06 12:54:00,2012-03-06 12:41:00
3385,M1.0,11429,True,True,-458.9828642425,383.1723128958,2012-03-06 22:49:00,2012-03-06 23:11:00,2012-03-06 22:53:00
3386,X5.4,11429,True,True,-446.5337546838,384.057978695,2012-03-07 00:02:00,2012-03-07 00:40:00,2012-03-07 00:24:00
3388,C1.6,11429,True,True,-334.2716490941,375.2080224558,2012-03-07 16:19:00,2012-03-07 16:26:00,2012-03-07 16:22:00
3389,C7.2,11428,True,True,48.3217562169,-181.283678445,2012-03-08 02:49:00,2012-03-08 02:56:00,2012-03-08 02:53:00
3391,C1.1,11429,True,True,-87.7520714537,397.9250372088,2012-03-08 16:17:00,2012-03-08 16:27:00,2012-03-08 16:23:00
3399,M6.3,11429,True,True,20.350557411,398.3357517702,2012-03-09 03:22:00,2012-03-09 04:18:00,2012-03-09 03:53:00
3402,C2.0,11430,True,True,363.8721286254,434.2355845311,2012-03-09 16:12:00,2012-03-09 16:26:00,2012-03-09 16:17:00
3404,C9.7,11432,True,True,-870.0852413538,334.0425627417,2012-03-09 19:59:00,2012-03-09 20:49:00,2012-03-09 20:25:00
3405,C5.1,11428,True,True,474.0401622151,-180.8777301914,2012-03-09 21:45:00,2012-03-09 21:56:00,2012-03-09 21:50:00
3406,C3.8,11432,True,True,-854.3544464698,339.4784318447,2012-03-10 00:19:00,2012-03-10 01:45:00,2012-03-10 01:19:00
3407,C3.5,11429,True,True,231.5245350659,409.7293849257,2012-03-10 02:33:00,2012-03-10 02:45:00,2012-03-10 02:39:00
3410,C1.9,11428,False,True,485.8123021716,-215.2770312473,2012-03-10 06:53:00,2012-03-10 07:06:00,2012-03-10 07:02:00
3413,C1.2,11432,True,True,-790.2660842871,326.4384474288,2012-03-10 13:22:00,2012-03-10 13:29:00,2012-03-10 13:26:00
3414,C8.0,11430,True,True,548.1814107417,434.9785109951,2012-03-10 14:43:00,2012-03-10 16:16:00,2012-03-10 15:52:00
3415,M8.4,11429,True,True,350.8132814779,404.4853294103,2012-03-10 17:15:00,2012-03-10 18:30:00,2012-03-10 17:44:00
3416,C2.3,11429,True,True,432.2086536137,399.4865544877,2012-03-11 03:21:00,2012-03-11 03:26:00,2012-03-11 03:23:00
3417,C1.6,11428,True,True,694.7431579955,-203.9093611966,2012-03-11 04:26:00,2012-03-11 04:32:00,2012-03-11 04:28:00
3420,B9.6,11433,True,True,-891.8478537891,238.9552666481,2012-03-11 10:58:00,2012-03-11 11:13:00,2012-03-11 11:03:00
